mol_index,smiles,edges,target_swaps_formula,target_swaps,actual_swaps
204,CCN(CC)C(=O)NCCCCN1CCN(c2cc(C(F)(F)F)nc(C(C)(C)C)n2)CC1,74,ceil(0.5 * num_edges),37,37
205,CC12CCC3C(Cc4c5c(nn4Cc4ccccc4)C(=O)CCC53C)C1CCC2=O,72,ceil(0.5 * num_edges),36,36
206,CC(=O)NC(CSc1ccc(F)cc1)C(=O)O,34,ceil(0.5 * num_edges),17,17
207,O[C@H]1COC2C1OC[C@@H]2O,19,ceil(0.5 * num_edges),10,10
208,COc1ccc(-c2nc(CN3CCC(C(=O)NC4CCCC4)CC3)c(C)o2)cc1OC,73,ceil(0.5 * num_edges),37,37
209,COc1cc(/C=C2\C(=O)ON=C2c2cccs2)cc(OC)c1O,46,ceil(0.5 * num_edges),23,23
210,Cc1ccc(C(C)/N=C(\S)NCc2ccc(C(C)(C)C)cc2)cc1,60,ceil(0.5 * num_edges),30,30
211,O=C1CN(C(=O)COCC2CC2)c2ccccc2N1,42,ceil(0.5 * num_edges),21,21
212,CCCCNC(=O)C1CCN(CC(=O)Nc2cc(N)c(C#N)c(OCC)n2)CC1,67,ceil(0.5 * num_edges),34,34
213,Clc1ccc(CO/N=C/c2c(-c3ccc(Br)cc3)nc3sccn23)cc1Cl,52,ceil(0.5 * num_edges),26,26
214,Cc1cccc(S(=O)(=O)NCc2ccc(CNC(=O)c3cccnc3)cc2)c1,63,ceil(0.5 * num_edges),32,32
215,Clc1ccccc1COc1ccc2c(c1)CCc1nccn1-2,48,ceil(0.5 * num_edges),24,24
216,O=C(CSc1nnc(-c2ccncc2)n1-c1ccc(F)cc1)NNC(=O)c1cccc(O)c1,66,ceil(0.5 * num_edges),33,33
217,CCNC(=O)c1cc(Cc2n[nH]c(=O)c3c2NCCC3)ccc1F,51,ceil(0.5 * num_edges),26,26
218,CCCCCCCCC(O)c1ccc2ccc(CSc3cccc(C(=O)O)c3)cc2c1,74,ceil(0.5 * num_edges),37,37
219,CN(C)C1CCc2c(c3cc(Br)ccc3n2S(=O)(=O)c2ccc(F)c(F)c2F)C1,59,ceil(0.5 * num_edges),30,30
220,COc1ccc(Br)c(N/N=C2\CCCNC2=O)c1,38,ceil(0.5 * num_edges),19,19
221,Cc1ccc(Nc2ncc3c(n2)N(C)C(=O)N(c2cc(NC(=O)c4cccc(C(F)(F)F)c4)ccc2C)C3)cn1,82,ceil(0.5 * num_edges),41,41
222,CCCCCCCC(O)(C(=O)O)c1ccccc1,44,ceil(0.5 * num_edges),22,22
223,Cc1cc(C)n(CCCC(=O)N2CCC[C@H]2c2cn(C)nc2C)n1,57,ceil(0.5 * num_edges),29,29
224,CCOC(=O)CN1CCC(C2(c3cc4ccccc4[nH]3)OCCO2)CC1,59,ceil(0.5 * num_edges),30,30
225,CCN(CC)c1ccc(C(=O)/C=C/c2ccc([N+](=O)[O-])o2)cc1,50,ceil(0.5 * num_edges),25,25
226,CC(C)c1nc(C(=O)N2CCCCCC2C2CCCCC2=O)cs1,58,ceil(0.5 * num_edges),29,29
227,Cc1c(NS(C)(=O)=O)c(C)c2ccn(CC(C)C)c2c1NC(=O)C(C)(C)C,66,ceil(0.5 * num_edges),33,33
228,CN/C(=N/C1=CC(C)(C)Oc2ccc(C#N)cc21)NC#N,46,ceil(0.5 * num_edges),23,23
229,CC(CCc1ccccc1)NC(=O)c1ccc(Cl)nc1,45,ceil(0.5 * num_edges),23,23
230,O=C(Nc1ccccn1)c1ccc(S(=O)(=O)c2ccc(Cl)cc2)cc1,52,ceil(0.5 * num_edges),26,26
231,CCOC(=O)CSc1nc(C2CC2)cc(-c2ccc(Cl)cc2)c1C#N,53,ceil(0.5 * num_edges),27,27
232,Cc1cncn1CC#CCN1CCNC1=O,36,ceil(0.5 * num_edges),18,18
233,CCCC(=O)Nc1n[nH]c2cc(-c3ccc(O)nc3)ccc12,47,ceil(0.5 * num_edges),24,24
234,Clc1ccccc1CSC1=NCCN1,30,ceil(0.5 * num_edges),15,15
235,Oc1ccc(-c2nc3c4c(ncn3n2)-c2ccccc2CC42CCCC2)cc1,63,ceil(0.5 * num_edges),32,32
236,CC(C)(C)c1ccc(C(=O)N2CCCC2)s1,39,ceil(0.5 * num_edges),20,20
237,CCOC(=O)c1[nH]c2ccc(OC)cc2c1NC(=O)CN1CCc2ccccc2C1,66,ceil(0.5 * num_edges),33,33
238,CCn1ccnc1C(O)c1ccc(N(C)C)cc1,43,ceil(0.5 * num_edges),22,22
239,O=C(NCc1ccc(F)cc1)c1c2c(nc3ccccc13)C(=O)N(C1CCCCC1)C2,69,ceil(0.5 * num_edges),35,35
240,O=C(NC=1C=CC=CC1N(CC)CC)C2=CC(O)=C(Br)C(O)=C2,50,ceil(0.5 * num_edges),25,25
241,CCOc1cc(CNn2cnnc2)ccc1OCC(=O)NC1CCCCC1,62,ceil(0.5 * num_edges),31,31
242,O=C(CCN1c2ccccc2Sc2ccccc21)NCc1cn(CC(=O)c2ccc(Br)cc2)nn1,74,ceil(0.5 * num_edges),37,37
243,COc1ccc(CCN(C)CCCC(C#N)c2ccc(OC)c(OC)c2)cc1OC,71,ceil(0.5 * num_edges),36,36
244,Cn1nccc1-c1ccc(C(=O)Nc2cccc(NS(C)(=O)=O)c2)c2occc12,62,ceil(0.5 * num_edges),31,31
245,Nc1cccc(-c2nnco2)c1,25,ceil(0.5 * num_edges),13,13
246,OC[C@H]1N/C(=N\Cc2ccc(F)cc2)[C@H](O)[C@@H](O)[C@H]1O,38,ceil(0.5 * num_edges),19,19
247,Cn1c(C(F)(F)F)nc2c1CCN(C(=O)C[C@H](N)Cc1cc(F)c(F)cc1F)C2(C)C,60,ceil(0.5 * num_edges),30,30
248,Cc1nc2ccccc2c(-c2ccccc2)c1C(=O)/C=C/c1ccc(F)cc1F,62,ceil(0.5 * num_edges),31,31
249,CCCCCCCCCCCC/N=C(\N)NC,48,ceil(0.5 * num_edges),24,24
250,CCOc1ccc(NC(=O)c2cc(S(=O)(=O)N3CCOCC3)cs2)cc1,56,ceil(0.5 * num_edges),28,28
251,Cc1ccccc1NC(=O)NC1(C(=O)N2CCC(O)CC2)CCCCC1,62,ceil(0.5 * num_edges),31,31
252,COc1cc(Nc2c(C#N)cnc3cc(OCCCN(C)CCN(C)C)c(OC)cc23)c(Cl)cc1Cl,79,ceil(0.5 * num_edges),40,40
253,CCCC[n+]1c(C=C2C=Cc3ccccc3N2CC)sc2ccccc21,63,ceil(0.5 * num_edges),32,32
254,C#Cc1ccc([C@H]2C=C(C(=O)N3CCOCC3)O[C@@H](OCc3ccc(CO)cc3)C2)cc1,70,ceil(0.5 * num_edges),35,35
255,Cc1ccccc1N1CCN(C(=O)C2CN(C(=O)C3CCCCC3)Cc3cc(Cl)ccc32)CC1,80,ceil(0.5 * num_edges),40,40
256,O=C(NOCc1ccccc1)C(=O)NC1C2CC3CC(C2)CC1C3,56,ceil(0.5 * num_edges),28,28
257,O=C(O)C[C@H](NC(=O)OCc1ccccc1)C(=O)COC(=O)CC(c1ccccc1)c1ccccn1,76,ceil(0.5 * num_edges),38,38
258,CC(C)(C)c1ccc2c(c1)/C(=C/NCc1cc(O)c(-c3ccccc3)cn1)C(=O)NC2=O,72,ceil(0.5 * num_edges),36,36
259,Cc1ccc(N=C(S)NNC(=O)c2ccccc2O)c(C)c1,48,ceil(0.5 * num_edges),24,24
260,CC(NC(=O)CNC(=O)Nc1ccc(C(=N)N)cc1)c1ccc(N2CCOCC2)c(Br)c1,70,ceil(0.5 * num_edges),35,35
261,COc1cc(COCC2CCN(C(=O)Nc3c(F)cccc3F)CC2)cc(OC)c1,65,ceil(0.5 * num_edges),33,33
262,CC(=O)NCCSC(=O)[C@H](C)NC(=O)OC(C)(C)C,42,ceil(0.5 * num_edges),21,21
263,Cc1occc1C(=O)Nc1nnc(C2CCCCC2)s1,44,ceil(0.5 * num_edges),22,22
264,O=C(Cc1cc(O)ccc1O)Nc1ccc(O)cc1O,41,ceil(0.5 * num_edges),21,21
265,CCn1nc(C)c(Nc2ncc(Br)cn2)c1C,37,ceil(0.5 * num_edges),19,19
266,C[C@]1(c2ccc(Cl)cc2Cl)N[C@H](C(=O)O)Cc2c1[nH]c1ccccc21,50,ceil(0.5 * num_edges),25,25
267,O=S(=O)(NCC[C@H](O)c1ccsc1)c1cccs1,37,ceil(0.5 * num_edges),19,19
268,CN(C)CCNC(=O)c1cccc2nc3sc4ccccc4c3nc12,55,ceil(0.5 * num_edges),28,28
269,COC(=O)NC1=NC(c2ccccc2C)CN1,38,ceil(0.5 * num_edges),19,19
270,CCc1ccc(CNc2ccc3c(c2)ncn3-c2ccc(OC)cc2)cc1,63,ceil(0.5 * num_edges),32,32
271,O=S(=O)(Nc1nccs1)c1ccc(Oc2ccc(OC(F)(F)F)cc2-c2cn[nH]c2)c(F)c1,59,ceil(0.5 * num_edges),30,30
272,Cc1ccc(NC(=O)C(=O)c2c[nH]c3cccc(C)c23)cc1,48,ceil(0.5 * num_edges),24,24
273,CC(c1ccccc1Br)c1cc(-c2ccc(N3CCOCC3)nc2)nc2ncnc(N)c12,70,ceil(0.5 * num_edges),35,35
274,c1ccc(CC2CCN(Cc3ccnc(-c4cccnc4)n3)CC2)cc1,62,ceil(0.5 * num_edges),31,31
275,CC(=O)NCc1ccc(CN2CCN(c3ccc(F)cc3F)CC2)cc1,58,ceil(0.5 * num_edges),29,29
276,O=C(COC(=O)/C=C/c1cccc([N+](=O)[O-])c1)Nc1cccnc1Cl,48,ceil(0.5 * num_edges),24,24
277,CCN(CCO)C(=O)NC1CCCCCCC1,44,ceil(0.5 * num_edges),22,22
278,C(C)(=O)N[C@@H]1[C@H](C[C@](C(=O)OC)(O)O[C@H]1[C@@H]([C@@H](COC(C)=O)OC(C)=O)OC(C)=O)N(CC=C)CC=C,75,ceil(0.5 * num_edges),38,38
279,O=C(NC1CCCC1)C1CCN(C(=O)c2ccc(Cl)cc2)CC1,53,ceil(0.5 * num_edges),27,27
280,Fc1ccc(N(CCCN2CCNCC2)c2ccc(F)cc2)cc1,55,ceil(0.5 * num_edges),28,28
281,O=C(O)CCCC/C=C\C[C@@H](O)/C=C/C=C/C=C\[C@@H](O)CCCC(=O)O,59,ceil(0.5 * num_edges),30,30
282,Nc1ccc(Br)cc1C(=O)N1CCC[C@@H]1Cc1ccccc1Cl,49,ceil(0.5 * num_edges),25,25
283,COc1ccc(CCC2COC(Cn3ccnc3)(c3ccc(Cl)cc3Cl)O2)cc1,62,ceil(0.5 * num_edges),31,31
284,Cc1cccc(Nc2nc(-c3ccncc3)c(C(=O)NCCN(C)C)s2)c1,61,ceil(0.5 * num_edges),31,31
285,O=C(/C=C/c1ccc(O)cc1)OC1OC(CO)C(O)C(O)C1O,47,ceil(0.5 * num_edges),24,24
286,C/C(=C\c1ccccc1)C1=NCCN1,34,ceil(0.5 * num_edges),17,17
287,O=[N+]([O-])c1ccc2nc(Nc3ccc(Br)cc3)[nH]c2c1,38,ceil(0.5 * num_edges),19,19
288,COc1ccc(Cl)cc1C(=O)NCCS(=O)(=O)N1CCN(c2ccccc2F)CC1,64,ceil(0.5 * num_edges),32,32
289,O=C([C@@H]1CC(F)(F)CN1C(=O)c1cc(F)ccc1Cl)N1CCc2ccccc2C1,57,ceil(0.5 * num_edges),29,29
290,Cc1ccc(C(=O)N[C@@H]2C(O)O[C@H](CO)[C@@H](O)[C@@H]2O)o1,37,ceil(0.5 * num_edges),19,19
291,COc1ccc(-n2c(=O)c3c(C)c(C)sc3n(CC(=O)NCc3ccc(C)cc3)c2=O)c(OC)c1,76,ceil(0.5 * num_edges),38,38
292,Cc1n2c(c[n+]1C)C(c1ccc(NS(C)(=O)=O)cc1)CCC2,53,ceil(0.5 * num_edges),27,27
293,O=[N+]([O-])c1ccc(-c2[nH]ccc3c4ccccc4nc2-3)cc1,45,ceil(0.5 * num_edges),23,23
294,O=C(CCN1CC=C(c2ccc(Cl)cc2)CC1)c1ccc(Cl)c(Cl)c1,53,ceil(0.5 * num_edges),27,27
295,Cc1cc2ncn(S(=O)(=O)N(C)C)c2cc1C,39,ceil(0.5 * num_edges),20,20
296,CCCCCCn1cc(CC(N)=O)c2cc(-c3cccc(F)c3)ccc21,61,ceil(0.5 * num_edges),31,31
297,CC(C)c1cccc(OCCN2CCCC2)c1,44,ceil(0.5 * num_edges),22,22
298,CC(C)N(CC(C)(C)O)C(=O)Nc1ccc(C(N)=O)c(Cl)c1,49,ceil(0.5 * num_edges),25,25
299,O=C(Nc1c(Cl)cncc1Cl)c1ccc(OC(F)F)c(OCCCCNC(CCO)C(=O)O)c1,66,ceil(0.5 * num_edges),33,33
300,Cc1cc2c(c(O)c1O)C(=O)c1c(O)cccc1C2=O,40,ceil(0.5 * num_edges),20,20
301,CCOC(=O)c1nc2ccc(C(F)(F)F)cc2nc1NCc1ccc(F)cc1,54,ceil(0.5 * num_edges),27,27
302,O[C@@H]1c2cc(OCc3cccc(F)n3)ccc2OC[C@@H]1Cc1cccnc1,56,ceil(0.5 * num_edges),28,28
303,NC(=O)[C@@H]1CCCN1C(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H]1CSC([C@@H](N)Cc2ccc(O)cc2)N1,77,ceil(0.5 * num_edges),39,39
304,CCOC(=O)C1(C(F)(F)F)N=C(c2cccnc2)OC(N2CCOCC2)=N1,52,ceil(0.5 * num_edges),26,26
305,COc1ccc(/C=N/Cc2ccc(S(N)(=O)=O)cc2)cc1,47,ceil(0.5 * num_edges),24,24
306,Cc1ccc(S(=O)(=O)N2CCc3ccccc3C2CC(=O)NCCCCNC(=N)N)cc1,75,ceil(0.5 * num_edges),38,38
307,CCC(C)CCCCCCCCCCCCC(=O)N1CCCC1,65,ceil(0.5 * num_edges),33,33
308,O=C(C(=O)N1CCCC1Cc1ccccc1)c1c[nH]c2ccccc12,56,ceil(0.5 * num_edges),28,28
309,O=C1C(=O)N(c2ccc(Cl)cc2)C(=O)/C(=N/c2cccc3c(=O)[nH][nH]c(=O)c23)C1c1nc2ccccc2o1,71,ceil(0.5 * num_edges),36,36
310,C=CCc1cc2c(cc1O)C(C)(C)C(Cc1ccc(OC)cc1)O2,57,ceil(0.5 * num_edges),29,29
311,CC(C)C[C@@H](N)C(=O)Nc1ccc(-c2cnco2)c(OC(F)(F)F)c1,49,ceil(0.5 * num_edges),25,25
312,C=C1C(=O)O[C@@H]2/C=C(/C)CC/C=C(/C)C[C@@H](OC(=O)C=C(CO)CO)[C@@H]12,56,ceil(0.5 * num_edges),28,28
313,CCOC(=O)c1cccc(Nc2nc(C)cc(C)n2)c1,45,ceil(0.5 * num_edges),23,23
314,CC(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc1cc(I)c(O)c(I)c1)C(=O)O,57,ceil(0.5 * num_edges),29,29
315,N=C1ON=C(N)C1C(CS(=O)(=O)c1ccc(Cl)cc1)S(=O)(=O)c1ccc(Cl)cc1,58,ceil(0.5 * num_edges),29,29
316,COc1ccc(NC(=O)c2ccc3c(c2)S(=O)(=O)N=C2CCCCCN23)cc1S(N)(=O)=O,69,ceil(0.5 * num_edges),35,35
317,COc1ccc2c(Cc3c(Cl)cncc3Cl)nnc(Oc3ccccc3)c2c1,57,ceil(0.5 * num_edges),29,29
318,Nc1nc2c([C@@H]3N[C@H](COP(=O)(O)O)[C@@H](O)[C@H]3O)c[nH]c2c(=O)[nH]1,41,ceil(0.5 * num_edges),21,21
319,CCC(=O)Nc1cc(CNc2c(C#N)c(C)nn2C2CCCCC2)cc(Cl)c1O,65,ceil(0.5 * num_edges),33,33
320,O=C(NC(Cc1ccccc1)C(=O)CCC(=O)N1CC(O)C[C@H]1C(=O)O)c1ccccc1,69,ceil(0.5 * num_edges),35,35
321,O=C(O)C[C@H]1CCCCN1C(=O)CC1=CCCCC1,45,ceil(0.5 * num_edges),23,23
322,CCCN(CC[C@H]1CC[C@H](NS(=O)(=O)c2cccc(F)c2)CC1)[C@H]1CCc2nc(N)sc2C1,75,ceil(0.5 * num_edges),38,38
323,O=C(O)c1ccc(NCCCCCCCCCCCc2ccccc2)cc1,68,ceil(0.5 * num_edges),34,34
324,CS(=O)(=O)c1ccccc1-c1ccc(N2CCCC(NS(=O)(=O)c3ccc(N)nc3)C2=O)c(F)c1,75,ceil(0.5 * num_edges),38,38
325,CCCCc1ccc(CCc2ccc(CN3CCC[C@@H]3CO)cc2)cc1,66,ceil(0.5 * num_edges),33,33
326,COc1ccc(S(=O)(=O)N=C2C=C(Nc3ccc(O)cc3)C(=O)c3ccccc32)cc1,66,ceil(0.5 * num_edges),33,33
327,CCCCCCC1OC(OC)C=C(CN2CCCC2)C1=O,53,ceil(0.5 * num_edges),27,27
328,CCOC1C([N+](=O)[O-])=C(N(CC)Cc2ccc(Cl)nc2)N(C)C1(C)O,54,ceil(0.5 * num_edges),27,27
329,C=CCc1cc(OC)c(O)c(OC2OC(COC(=O)c3cc(O)c(O)c(O)c3)C(O)C(O)C2O)c1,71,ceil(0.5 * num_edges),36,36
330,N#CCCCN1CCCC1C(=O)N1CCSCC1,43,ceil(0.5 * num_edges),22,22
331,C[C@@]12CCC(=O)C=C1C[C@H](O)[C@@H]1[C@@H]2CC[C@]2(C)[C@H]1CC[C@]2(C)O,54,ceil(0.5 * num_edges),27,27
332,CCOc1ccccc1N1CCN(CC(O)CNC(=O)c2cccnc2Nc2ccc(Cl)cc2)CC1,81,ceil(0.5 * num_edges),41,41
333,C/N=C(/Nc1cccc(C(F)(F)F)c1)SCc1ccc(N=C=S)cc1,49,ceil(0.5 * num_edges),25,25
334,Cc1ccc(C)c(CSC2=NCCN2S(=O)(=O)c2ccccc2)c1,55,ceil(0.5 * num_edges),28,28
335,Oc1ccc(CCCCc2cccc3ccccc23)cc1O,52,ceil(0.5 * num_edges),26,26
336,Cc1nc(NC(=O)c2ccccc2)sc1C(=O)/C=C/c1cc2c(cc1Br)OCO2,58,ceil(0.5 * num_edges),29,29
337,C=CCC1Oc2ccc(OCC#N)c(OC)c2-c2ccc3c(c21)C(C)=CC(C)(C)N3,69,ceil(0.5 * num_edges),35,35
338,[2H]C([2H])([2H])c1c(Nc2ncccc2C(=O)O)cccc1C(F)(F)F,40,ceil(0.5 * num_edges),20,20
339,COc1ccccc1C(=O)C(C)N,30,ceil(0.5 * num_edges),15,15
340,CCCCOc1nc(N)c2c(n1)N(Cc1ccccc1)CC(=O)N2,54,ceil(0.5 * num_edges),27,27
341,CN=C(O)ON=C(CSC)C(C)(C)C,33,ceil(0.5 * num_edges),17,17
342,CC(=O)NCC(CCCN1C(C)CCCC1C)(c1ccccc1)c1ccccc1,74,ceil(0.5 * num_edges),37,37
343,C[C@H](Cn1ncc(C#N)n1)n1nnc2cc3c(=O)n(C4CC4)nnc3cc2c1=O,57,ceil(0.5 * num_edges),29,29
344,CC(C)(O)CN1CCN(C(=O)CN2CSCC2=O)CC1,46,ceil(0.5 * num_edges),23,23
345,COC(=O)c1cn(NC(=O)c2ccncc2)c(=O)c2ccccc12,49,ceil(0.5 * num_edges),25,25
346,CCn1nnnc1SCC(=O)Nc1ccc2c(c1)OCO2,42,ceil(0.5 * num_edges),21,21
347,O=C(O)C(Cc1c[nH]c2ccccc12)NS(=O)(=O)c1ccc(Cl)cc1,51,ceil(0.5 * num_edges),26,26
348,N#Cc1cccnc1Nc1cccnc1Cl,32,ceil(0.5 * num_edges),16,16
349,N[C@@H](Cc1ccc(Br)s1)C(=O)O,22,ceil(0.5 * num_edges),11,11
350,CC1=CC[C@@H]([C@@](C)(O)CCCC(C)(C)NC(=S)N/N=C\c2cccc(Cl)c2)CC1,69,ceil(0.5 * num_edges),35,35
351,O=C(c1ccc(-c2ccc(OCCCN3CCOCC3)cc2)cc1)N1CCCC1,69,ceil(0.5 * num_edges),35,35
352,O=C(O)CC(O)(CSCCCCCCc1c(Cl)cccc1Cl)C(=O)O,52,ceil(0.5 * num_edges),26,26
353,CCOC(C)c1nc(CN2CCCC2c2nccn2C)cs1,52,ceil(0.5 * num_edges),26,26
354,CCOc1ccc(NC(=O)CSc2nnc(C)n2CCCOC)cc1,56,ceil(0.5 * num_edges),28,28
355,O=C(NCCCOC1CCCC1)[C@H]1CCOc2ccccc2C1,55,ceil(0.5 * num_edges),28,28
356,COc1cccc(CNc2ncc3c(n2)-c2c(c(C(N)=O)nn2C)CC3)c1,59,ceil(0.5 * num_edges),30,30
357,CSc1sc(C(=O)O)c(-c2ccc(-c3ccccc3)cc2)c1C#N,50,ceil(0.5 * num_edges),25,25
358,CCCCCCCC[n+]1c(-c2ccc(F)c(F)c2)cn2cccnc21,58,ceil(0.5 * num_edges),29,29
359,COc1cc(O)ccc1-c1cc(=O)c2c(O)cc(OC)c(CC=C(C)C)c2o1,61,ceil(0.5 * num_edges),31,31
360,C=C(C)C(=O)OC(CO)CCCCCCCCCC,50,ceil(0.5 * num_edges),25,25
361,Oc1ccc2c3c1O[C@H]1Cc4c([nH]c5ccccc45)[C@H]4[C@@H](C2)N(CC2CC2)CC[C@]314,66,ceil(0.5 * num_edges),33,33
362,COC(=O)C1(C#N)Oc2c(c(=O)oc3ccccc23)C1c1cc(OC)c(OC)c(OC)c1,65,ceil(0.5 * num_edges),33,33
363,[N-]=[N+]=N[C@H]1C[C@H](n2cnc3c(N)nc(F)nc32)O[C@@H]1CO,37,ceil(0.5 * num_edges),19,19
364,N=C(O)CC(N=C(O)C(N)Cc1cnc[nH]1)C(O)=NC(CCC(=O)O)C(=O)O,56,ceil(0.5 * num_edges),28,28
365,Cc1nn(C)c(Cl)c1S(=O)(=O)N1CCC[C@H](C(=O)c2ccc3c(c2)OCO3)C1,58,ceil(0.5 * num_edges),29,29
366,COc1ccc(CCCCOc2ccc(NC(=O)[C@@](C)(N)COP(=O)(O)O)cc2)cc1,69,ceil(0.5 * num_edges),35,35
367,COCCn1cc(C2CCN(Cc3ccc(OC)c(C(=O)O)c3)CC2)c2ccc(F)cc21,72,ceil(0.5 * num_edges),36,36
368,COC(=O)C[C@H](O)C[C@@H](O)Cc1ccncc1C(N)=O,41,ceil(0.5 * num_edges),21,21
369,c1ccc([C@H]2C[C@@H](c3ccccc3)C[C@H](c3ccccc3)C2)cc1,57,ceil(0.5 * num_edges),29,29
370,C#Cc1nc(-c2ccccc2)cn1C#C,33,ceil(0.5 * num_edges),17,17
371,CCC(C)(C)OCC(O)CN1CCN(CCO)CC1,49,ceil(0.5 * num_edges),25,25
372,CCOC(=O)c1[nH]c2cccc(C)c2c1Sc1ccc(Cl)cc1,48,ceil(0.5 * num_edges),24,24
373,Cc1ccccc1CN1CCN(C(C)C(=O)NNC(=O)c2ccc(F)cc2)CC1,66,ceil(0.5 * num_edges),33,33
374,O=C(O)[C@@H](c1cccc(Cl)c1)N1CCC(Cc2nc(C3CCC3)no2)CC1,59,ceil(0.5 * num_edges),30,30
375,Cc1nn(CC(C)C)c(Cl)c1C(=O)O,30,ceil(0.5 * num_edges),15,15
376,COc1cccc(CCCCCCC(=O)c2ncc(-c3ccccn3)o2)c1,62,ceil(0.5 * num_edges),31,31
377,O=C(c1ccccc1Cl)N1CCC(Cc2ccccc2)CC1,51,ceil(0.5 * num_edges),26,26
378,CC(=O)NCCc1ccccc1-c1ccc([C@H]2CNCC[C@@]23OCc2cc(F)c(F)cc23)c(C)c1,78,ceil(0.5 * num_edges),39,39
379,Cc1ccn2nc(S(=O)(=O)Nc3cccc4cnccc34)nc2n1,50,ceil(0.5 * num_edges),25,25
380,Clc1ccc(-c2[nH]c(-c3ccccc3)nc3nc(C4CCCCC4)nc2-3)cc1Cl,62,ceil(0.5 * num_edges),31,31
381,O=c1c2ccccc2nc(SCc2cn3cc(Br)ccc3n2)n1-c1ccccc1F,60,ceil(0.5 * num_edges),30,30
382,O=[N+]([O-])c1ccc([N+](=O)[O-])c(O)c1,22,ceil(0.5 * num_edges),11,11
383,COC(=O)c1ccccc1OCC(O)CNCCNS(=O)(=O)N(C)C,56,ceil(0.5 * num_edges),28,28
384,NC1=N[C@H]2[C@H](O[C@H](C(F)F)[C@@H](O)[C@@H]2O)S1,22,ceil(0.5 * num_edges),11,11
385,Cc1ccc(C(=O)N2CCCCC2C(=O)O)o1,37,ceil(0.5 * num_edges),19,19
386,Cc1cc(NCCc2ccc(Cl)cc2)c2nncn2n1,43,ceil(0.5 * num_edges),22,22
387,C=CCc1cccc(OCCCC)c1OCC,43,ceil(0.5 * num_edges),22,22
388,CCCCC(C(=O)Nc1ccc(Br)cc1)n1nc(C)cc(Cc2cccc(OC)c2OC)c1=O,76,ceil(0.5 * num_edges),38,38
389,S=C(Nc1cccc(Cl)c1)Nc1ccc2c(c1)OCCO2,43,ceil(0.5 * num_edges),22,22
390,CCOc1ccc(CCNC(=O)CN2CCN(Cc3ccc(Cl)cc3)C2=O)cc1OCC,72,ceil(0.5 * num_edges),36,36
391,Cc1ccc(S(=O)(=O)CC(=O)c2cc(C)c(OC(=O)N(C)C)c(C)c2)cc1,61,ceil(0.5 * num_edges),31,31
392,Cn1c(=O)c(C#N)c(NC2CCN(Cc3ccc4ccccc4c3)CC2)c2cc(Cl)ccc21,74,ceil(0.5 * num_edges),37,37
393,C[C@@H]1CC[C@H]2[C@@H](C)[C@@H](O[C@@H]3O[C@H](C(=O)O)C(O)[C@H](O)C3O)O[C@@H]3O[C@H]4CC[C@@H]1[C@@]23OO4,56,ceil(0.5 * num_edges),28,28
394,Cc1cc(C(C)(C)C)cc(C)c1CC(=N)N,42,ceil(0.5 * num_edges),21,21
395,Cc1[nH]c2ccccc2c1C(=O)CN1CCCC(C)C1,48,ceil(0.5 * num_edges),24,24
396,COc1ccccc1C(CC(=O)O)n1ccc2cc(OCCc3ccc4c(n3)NCCC4)ccc21,79,ceil(0.5 * num_edges),40,40
397,CC(C)(C)C(=O)N1CCC[C@@]1(CO)C(=O)O,37,ceil(0.5 * num_edges),19,19
398,Cc1cccc(N(C)C(=O)c2cc3c(=O)oc4ccc(C)cc4c3s2)c1,56,ceil(0.5 * num_edges),28,28
399,CCCc1ccc(/C(O)=C2\C(=O)CN(C3CC3)C2=O)cc1,48,ceil(0.5 * num_edges),24,24
400,Cc1nc(NCCNC(=O)c2ccco2)c2c(C)c(C)sc2n1,50,ceil(0.5 * num_edges),25,25
401,COc1cccc2c1CCC[C@H]2CN(C)CCc1ccc2c(c1)OCO2,61,ceil(0.5 * num_edges),31,31
402,OCC(CO)OCn1c(S)nc2cc(Cl)c(Cl)cc21,36,ceil(0.5 * num_edges),18,18
403,Cc1ccccc1N1CCN(Cc2cccc(Cl)c2Cl)C(=O)C1=O,50,ceil(0.5 * num_edges),25,25
404,Cc1ccc([C@H]2CN(S(=O)(=O)c3ccc4c(c3)OCCCO4)C[C@@H]2N)o1,56,ceil(0.5 * num_edges),28,28
405,CCC1CCCCN1C(=O)CN(CC(N)=O)C(C)C,48,ceil(0.5 * num_edges),24,24
406,O=C(CCCc1nc(-c2ccccc2)no1)NC1CCCC1,51,ceil(0.5 * num_edges),26,26
407,Nc1ccc2c(c1)C(=NO)c1cc([N+](=O)[O-])ccc1-2,38,ceil(0.5 * num_edges),19,19
408,CCOC(=O)C(=O)Nc1ccccc1C(=O)NC(C)C,44,ceil(0.5 * num_edges),22,22
409,CO[C@@]1(c2ccccc2)[C@H]2CCC[C@@H]1CN(C)C2,44,ceil(0.5 * num_edges),22,22
410,CS(=O)(=O)c1ccc(Oc2ccc(O)cc2)cc1,39,ceil(0.5 * num_edges),20,20
411,Cc1ccc(CNC(=O)CCCc2c[nH]c3ccccc23)cc1,54,ceil(0.5 * num_edges),27,27
412,Cc1ccc(Cl)c2ccc(NC(=O)CCNC(N)=O)nc12,44,ceil(0.5 * num_edges),22,22
